"","tweet_text","create_at","names","screen_name","Gender"
"371"," he quit boasting about the stock market too","2017-02-01 11:16:13","72GREYSWEATER","MER",NA
"372","facebook fb doesnt make a stock market   fb is fools bait  sell short and get out crash abou‚Ä ","2017-02-02 09:18:45","SHADOW6ACTUAL","VETERAN-CITIZEN 219",NA
"373","what are binary options market iqoption trade stock exchange risk money finance profit loss euro dollar","2017-02-01 11:50:58","NADUN_DON","NADUN 'DON",NA
"374","the stock market is way overbought awqi","2017-02-01 08:27:15","ATIG37238","ATIG37238",NA
"375","negative interest rates will fuel volatility and stock market opportunity ","2017-01-30 18:24:47","YERISSA_BLONDEE","YERISSA MELONFIELD",NA
"376","masspsychology states trump win will create lovely stockmarket buying opportunity ","2017-01-31 14:30:42","YERISSA_BLONDEE","YERISSA MELONFIELD",NA
"377"," clintonlinked ‚Äòlaureate education‚Äô tanks in first day on stock market ","2017-02-02 12:16:05","JLARRY55MY","HELTER SKELTER",NA
"378","never make financial decisions based on mainstream news  ","2017-01-30 18:27:03","YERISSA_BLONDEE","YERISSA MELONFIELD",NA
"379","prepare for the imminent global economic collapse  stock market crash ","2017-01-31 20:20:28","JUNKTEX","GEORGE W.REICHEL",2
"380","sou  sound energy plc preliminary volume estimates and work programme ","2017-02-01 09:55:08","LAURIESANDRA","LAURIE ASH",2
"381","snapchat files plans for us stock market listing ","2017-02-02 17:48:53","NPXWOZGAO","RAUL BURNSALL",NA
"382","snapchat owner files for listing on us stock market to raise bn making it by bbcbreaking ","2017-02-02 17:39:20","DOMORVANDIL","DOM ORVANDIL",NA
"383","two sectors that will thrive under a trumpadministration ","2017-02-02 06:22:51","SOLOMON99999000","VLAD ROTHSTEIN",2
"384","with a phony stock market at  ‚Äúonly precious metals give opportunity to make real gains‚Äù ","2017-02-02 17:16:44","TOMPOMONA","TOM POMONA",NA
"385","stock up for a rainy day ‚òîÔè","2017-02-02 17:44:01","CHRISTOPHEROLE6","KIT O'LEARY",2
"386","prem  premier african minerals limited zulu lithium and tantalum project update ","2017-01-31 10:54:02","CONTACTMEUP","CMU",NA
"387"," herbert hoover after the stock market crash of  ","2017-02-01 14:13:03","BARTOBOVARY","CACCIATORE NEL BOSCO",2
"388"," how tom brady could easily decide the fate of the stock market for the rest of the year ","2017-02-01 16:10:47","WWWADVENTURES","WWWADVENTURES",NA
"389","japanese stock market performance‚† ","2017-02-01 13:36:09","MBN_BUSINESS","MARKET BUSINESS NEWS",2
"390"," messy travel ban rollout ruins stock market surge ","2017-01-31 18:54:21","GUSSY173","GUSTAVO MENESES",2
"391","met options volume chart in animation free stock station app itunes ","2017-02-02 15:31:08","OPTIONSPROVOL","OPTIONSPRO VOLUME",NA
"392","don‚Äôt fight the fed unless you want to get thumped on the head stock market bull not ready to die  ","2017-02-01 18:05:09","SAUL42","TACTICAL INVESTOR",NA
"393","a weak start to september for us stock market ","2017-02-02 19:46:15","INVESTINGINSIGH","INVESTING INSIGHT",NA
"394","ma kingofthebraves thanks for reaching out partners are independent contractors at this time stock options are not available","2017-02-02 08:33:04","RUMEOFS","RUMEOFS",NA
"395","news otc markets group welcomes minco gold to otcqx otc markets group inc business fdlx","2017-01-31 08:41:14","FDLX_COM","–ù–æ–≤–æ—Å—Ç–∏ FDLX.COM #UA",NA
"396","dow jones industrials could soar to k as  trillion sitting on sidelines waiting to be invested ","2017-02-01 18:53:01","SAUL42","TACTICAL INVESTOR",NA
"397","us stocks fall for fourth day as european stocks close lower spx","2017-01-31 18:15:27","SPXINDEX","SPXINDEX¬Äã.¬ÄãCOM",NA
"398"," i wonder what a chart of a market making new highs all the time would look like ","2017-02-01 11:51:16","TXAGGIE2OO5","ELLEN BATCHELDER",2
"399"," chaos you mean the stock market at record highs","2017-01-31 13:30:39","SLAYKING9","REED ROTHCHILD",NA
"400"," investtalk  investment in stock market financial planning retirement planning money management podcast  how ","2017-02-01 20:23:32","JUSTINAKLEIN","JUSTIN KLEIN",2
"401","mega trends in place after trumpamprsquos media defying win early bird gets the worm late bird the bullet ","2017-02-02 11:03:23","SAUL42","TACTICAL INVESTOR",NA
"402"," we had a booming stock market in  and then went into the worlds greatest depression","2017-01-31 09:18:24","THESTOCKGEEK","STOCK GEEK",NA
"403"," trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 10:42:34","NANCYPARRIS1","NANCY PARRIS",2
"404","businesses will thrive under trump amp wages will rise ‚Äì america will rise again ","2017-02-01 18:38:30","SOLOMON99999000","VLAD ROTHSTEIN",2
"405","before the bell sampp futures  nasdaq futures 

us stockindex futures fell as investors focused on ‚Ä ","2017-01-31 09:53:16","TTMARKETNEWS_PL","TELETRADE",NA
"406","tsco  fil limited form   booker group plc ","2017-01-31 09:27:03","GALEBETT","JANET GALE",2
"407","msi  motorola solutions elects ken denman to its board of directors ","2017-02-02 16:15:08","CHRIS1KING_KING","CHRIS KING",2
"408"," at the stock market you have to behave as if you take a bath in cold waters jump in and get out again quickly 
‚Ä","2017-02-02 11:06:14","90IP6","90",NA
"409","learn the most commonly used ways to evaluate stocks in the stock market our next webinar‚Ä ","2017-02-01 19:11:01","WEALTHWOMEN","WOMEN IN WEALTH",NA
"410"," the stock market in  ","2017-02-01 18:04:34","BELLAGDELGADO","B",1
"411","technews snapchat files plans for us stock market listing  snap the parent company of messaging app snapcha ","2017-02-02 19:05:53","GETONEBILL","TONY GRIFFITHS",NA
"412","gabfam maga news trump clintonlinked ‚Äòlaureate education‚Äô tanks in first day on stock market h ","2017-02-02 19:42:43","ZLATFORD","ZAK ◊ñ÷∏◊î÷∏◊ë R",NA
"413","tsco  wellington management group llp form   tesco plc ","2017-01-31 09:49:07","MARK332300","MARK",2
"414"," the stock market hates trump‚Äôs economic policies a column by  ","2017-01-31 10:50:31","BUPTON57","BOB UPTON",NA
"415"," stock market highs make strong case for precious metal buys  
businessfunds free m‚Ä","2017-02-01 18:48:46","PHILIPLEMMONS2","BUSINE$$$FACILITATOR",2
"416","  the way trump is crashing the stock market dougs donors probably lost that much in the last two days alone","2017-01-31 12:16:10","PUTINSLAPDOG","JERRY COLEMAN",2
"417","lost  gtk in   with the exception of apple im out  

really like u but have to block u bc youre annon‚Ä ","2017-02-02 15:23:09","PRESIDENTDJT_SR","(((PRESIDENTTRUMP)))",NA
"418"," we welcome forex traders to join our pmfxi system as well as stock market mutual funds real estates investors currenc‚Ä","2017-02-01 07:42:30","WILDWESTSTOCKS","BUCK",2
"419","straight from the stock market apple soars to month high on hopes for next iphone ","2017-02-01 12:35:26","JIMHUNT44","JIM HUNT",NA
"420","bbcworld rt bbcbreaking snapchat owner files for listing on us stock market to raise bn making it biggest us‚Ä ","2017-02-02 17:36:19","CYBERANONYMOUS","SWARTZ MOOHA",NA
"421","let workers decide on provident fund economic survey stock market ","2017-01-31 08:00:06","LIVETIPS4U","LIVE TRADING TIPS",NA
"422"," negative effects revguidance gt market caps and valuations gt stock price better big negative imo","2017-01-31 09:48:44","BIOBULL1","BIOBULL",NA
"423","how the stock market decides warren buffetts mcdonalds breakfast every day  business insider mcdonalds ","2017-02-02 12:53:38","MCDONALDS_NEWS_","MCDONALD'S",NA
"424"," stock market listings denton","2017-02-01 13:39:00","LECTERCWHI89","SOPHIA TYSON",1
"425"," motif ‚Äì an online brokerage built around you stock market quotes ","2017-02-02 07:58:51","TAEDERRECT89","KAITLYN BLACK",1
"426","wall street suffers worst day in months following trump travel ban ","2017-02-01 11:20:21","F750611A4C3A485","JULIE",2
"427"," when will the stock market sell off when the bulls have an excuse to take profits and run for the hills","2017-01-31 08:48:52","CWILLIAMSMARGA3","MARGARET C. WILLIAMS",2
"428","trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 10:17:25","FERTIGOS","FOLLOWANDFOLLOWNEWS",NA
"429"," none of that has anything to do with racismalt its gov we pay taxes to taking a shit on us for stock dividends amp cheap labor","2017-02-02 17:02:55","DUDAJEFFREY","FIDOBRAND",NA
"430"," trump white house says its putting iran on notice another red fag for stock market there are s‚Ä","2017-02-01 15:00:13","DONINLOWELL","DONINLOWELL",NA
"431","market extra the fate of the stock market rests on tom brady‚Äôs shoulders ","2017-02-01 16:09:22","TKFOREXTV","TIMOTHY KELLY",2
"432"," phillip fisher the stock market is filled with individuals who know the price of everything but the value of nothing","2017-02-01 07:14:59","NATALIA__DESIGN","NATALIA MAHER",1
"433"," reasons you should be trading stock options  ","2017-02-02 18:13:00","WORTHYNOW","WORTHY FINANCIAL",2
"434"," stratospheric valuation total stock market capitalization as a ratio of gross domestic income at  spx spy‚Ä ","2017-02-01 12:01:16","ROBBERTJOHNSJOL","ROBBERT-JOHN",NA
"435","commodity prices almost hit month high in january ","2017-01-31 13:23:08","PNOYTRADER","ADRIAN CAMPOS ",2
"436"," stratospheric valuation total stock market capitalization as a ratio of gross domestic income at  spx spy‚Ä ","2017-02-01 11:35:32","WSTHOMAS23","BILL THOMAS",NA
"437","brazil stock market rally depends on one thing brazil brazil","2017-02-02 08:48:31","BRITTAWALKK","BRITTANY",2
"438","snapchat owner files for listing on us stock market to raise bn making it by bbcbreaking ","2017-02-02 17:58:38","DAN51SWENK5","DAN51",NA
"439","how major us stock market indexes fared on thursday  abc news for more investing tips ","2017-02-02 19:53:25","ISAGANIMELITON","STOCK MARKET SECRETS",NA
"440"," i know right stock market crash jobs lost houses lostunpaid for waroh wait","2017-02-02 09:37:28","APLUS__ARAB","APLUS ARAB",NA
"441"," stock market current wyoming","2017-02-02 07:31:32","COMTHUFAST89","CAROLINE",2
"442","why the dowjones is destined to trend a lot higher than most bulls can imagine ","2017-02-02 18:46:08","SAUL42","TACTICAL INVESTOR",NA
"443"," billion

stocks have always come out of crisesover the long term the stock market news will warren buffett ‚Ä","2017-01-31 07:47:10","BEANERBOARD","THE BEANER BOARD",NA
"444","no more bs its time to get in on the stock market real people do real things","2017-02-01 13:04:01","TORTADIVER2","EL GRAN SANTO",NA
"445","now important updates stock market gold silver by gregory mannarino ","2017-02-02 20:33:30","CHANNEL428","NEWS CHANNEL 428",2
"446","the stock market valuation chart shows valuation now at same level as  only year  bubble was greater","2017-02-01 14:16:39","BERTDOHMEN","BERT DOHMEN",NA
"447","stock market rises on fed statement apple rally facebook android app go to ","2017-02-01 16:09:29","ANDREBUKLAW","ANDRE ABOUZZATY",2
"448"," trump‚Äôs honeymoon with the stock market will soon be over  the guardian ","2017-02-02 16:19:46","ORALCARTER","ORAL R CARTER",NA
"449","brazil stock market rally depends on one thing brazil ","2017-02-02 10:48:35","ADAO0O","ADA",2
"450","investing directly in chinese markets are like wild westman with biggest gun takes it all ","2017-02-02 10:00:16","SAUL42","TACTICAL INVESTOR",NA
"451"," apple just destroyed more than  billion in stock market value applestock aapl","2017-02-01 07:15:20","GIMESTAS","GI'S",NA
"452","it is time now to participate in the next socialmedia venture‚† get equity stock options ","2017-01-31 12:59:33","PANDORASKIDS","JEAN-PIERRE DEMURGER",1
"453","the stock market is way overbought awqi","2017-02-01 08:27:16","BIBU38465","BIBU38465",NA
"454","are you prepared for the crash of the stock market then view dont b stupid christian","2017-02-02 17:26:00","IMREADINGLYRICS","READING LYRICS",NA
"455"," the stock market in  ","2017-02-02 18:23:56","DAMEREDITH11","DALTON MEREDITH",2
"456","sentiment analysis states trading based on mainstream media recipe for bankruptcy ","2017-02-02 14:30:43","ME_THE_INVESTOR","W_INVESTOR",NA
"457","stock market its time to ignore growth and to worry about risks ","2017-02-02 17:25:27","ARTHURJEANNEROT","ARTHUR JEANNEROT",2
"458","aapl stocks lower as chips crash will amazon follow apple facebooks lead ","2017-02-02 11:09:10","FINZINE","FINZINE",NA
"459"," snapchat files plans for stock market listing  bbc news for more investing tips and ","2017-02-02 17:52:15","BOSTONNEWSLOCAL","BOSTON LOCAL NEWS",2
"460","the stock market review is out stories  trading forex","2017-02-02 06:58:34","DVERIAL","DAMON VERIAL",2
"461"," tradingproverbs stock market sayings poster pack
the  most well known investing sayings
‚Ä ","2017-02-01 07:33:05","THESTOCKGEEK","STOCK GEEK",NA
"462"," gold gains as stock market volatility collapses to year lows ","2017-02-02 16:35:34","CAMLLLECHUGA","NEOMI",NA
"463","tom brady has the power to decide the super bowl and stock market ","2017-02-01 13:04:44","EUGENEHEGERTY","EUGENE HEGERTY",2
"464","isnt taking  long to tank the stock market or is he just manipulating it for his cabinet members keep an eye on them","2017-01-31 12:57:22","OUTTAJOINT","OUTTA JOINT",NA
"465"," apms  resolves to never be anything greater than a stock ticker and transcriptionist for marketbased‚Ä ","2017-02-01 10:45:37","J_BIGBOOTE","JOHN, YOUR COMRADE",NA
"466"," black guy improves stock market over  yrs i did it
you fuck up a raid two weeks after black guy leaves office‚Ä ","2017-02-02 15:04:01","PNO_NWA","MALCOLM REES-FRANCIS",2
"467","stocks wobbled all day and finished almost flat  unless you count apple the biggest company on the market aapl
","2017-02-01 16:39:55","MARLEYJAYAP","MARLEY JAY",2
"468","us stock market closes mixed aa ","2017-02-02 17:59:14","MEHMET_AKGUNN","MEHMET AKG√ºN",NA
"469"," messy travel ban rollout ruins stock market surge ","2017-01-31 18:59:06","LAFAYETTEMOM04","CHRISTINE",2
"470","stock market update stock market holds steady on thursday investors held their ground again on‚Ä briefingcom","2017-02-02 16:15:15","FINANZLINKSCOM","FINANZLINKSUSA",NA
"471"," only  stocks have created  percent of all stock market wealth since  ","2017-02-02 19:57:53","JESSE_LIVERMORE","JESSE LIVERMORE",2
"472","ups options volume chart in animation free stock station app itunes ","2017-01-31 14:30:15","OPTIONSPROVOL","OPTIONSPRO VOLUME",NA
"473"," the stock market in  ","2017-02-02 18:51:28","POEMSWEB","POEMS WEB",NA
"474","senior officer  assistant manager direct market access amp  it products development  the stock exchange of   ","2017-02-01 09:23:45","WORKTHAILAND","JOB IN THAILAND",NA
"475"," these two stocks will perform well for years to come under president trump ","2017-02-01 20:22:45","CHRISBRAGDON","CHRIS BRAGDON",2
"476","investing the stock market can be fun and profitable provided you don‚Äôt act like a jackass  ","2017-02-01 10:38:04","SOLOMON99999000","VLAD ROTHSTEIN",2
"477","snapchat files plans for us stock market listing tech","2017-02-02 17:38:37","GAUTRANGUILLAUM","GAUTRAN",NA
"478"," don‚Äôt listen to the jackasses masquerading as experts unless you want to lose all your money  ","2017-02-02 09:13:08","MANU_67_SCHMITT","MANUELLA SCHMITT",2
"479","somebody did something to slam the stock market since last friday    what did he do  i wonder wonder who
 billions lost","2017-01-31 11:35:47","ACEOLSEN","STEVE OLSEN",2
"480"," almost the entire trump bump in the stock market has gone away ","2017-01-31 18:36:20","OUR4THESTATE","BOBFR",NA
"481","options maxpain chart for twtr free stock station app itunes ","2017-01-31 13:59:09","OPTIONSMAXPAIN","OPTIONSPRO MAXPAIN",NA
"482","what do analysts think about microsoft stock tech market","2017-01-31 07:38:02","SQUIRESTOCKS","SQUIRE STOCKS",2
"483"," stock market shares fresno","2017-02-01 10:25:45","BEAZGUACHE88","MOLLY",1
"484"," the stock market in  ","2017-02-02 19:02:37","THEDINOPRINCESS","ANDREA",2
"485"," trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 11:31:17","MAINSTREETMUSE","MAIN STREET MUSE",NA
"486"," harper did great considering stock market crash low oil he invested in ","2017-02-02 20:00:56","GLENNMCMILLAN14","GLENN MC MILLAN",2
"487","news update is wall street starting to show trump regret  the stock market is still not far from alltime hig ","2017-01-31 16:46:20","BEINGPHOEBELUX","SHERRI B",2
"488","  bloop he owns it now dowk ","2017-01-31 18:29:06","JEISENSC","JOHN ",NA
"489","symantec beats but guidance disappoints shares fall late  stock news amp stock market analysis tech","2017-02-02 06:46:30","GROUVYT","GROUVY TODAY",NA
"490","mark cuban also said the stock market was going to tank  if trump was elected all globalist around the world are tr‚Ä ","2017-01-31 19:33:55","MUSTANG73163","SHANE LEE RUCKER",2
"491"," markets rally strongly indicating they love a trump presidency ","2017-02-02 10:36:15","OSHEKAY2","SHEILA JABLONSKI",1
"492","binary is similar to stock market trading our signal rate is ","2017-01-31 16:55:46","FXJUSTINSO","JUSTIN - TRADER",2
"493","do the stock market bears have valid arguments ","2017-01-31 12:28:04","YERISSA_BLONDEE","YERISSA MELONFIELD",NA
"494"," finance minister budget highlights  uncertainty in commodity prices to have fiscal implications on emerging ecos","2017-02-01 20:41:12","DHYANI1811","ROHIT",NA
"495"," stock market shares fresno","2017-02-01 18:26:24","KAYSPASPIG86","JASMINE RICHARDSON",2
"496","malaysia stock market may extend losses ","2017-01-31 19:06:04","MALAYSIA_RR","MALAYSIA",1
"497"," how to trade binary options on netflix stock right now you must see this gtgt ","2017-01-31 12:11:34","COURGRACE08","COURTNEY HANCOCK¬äì",2
"498","sbux options volume chart in animation free stock station app itunes ","2017-01-31 14:30:07","OPTIONSPROVOL","OPTIONSPRO VOLUME",NA
"499","under armour on bad earnings trading down  to share almost time to reset  million stock options rinserepeat","2017-01-31 07:32:45","KHERRIAGE","KIP HERRIAGE",NA
"500","trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 09:58:23","JUMMURPHY","JUM MURPHY",NA
"501"," we hope that more investors will be able to come aboard the stock marketkarita tradingbell  ","2017-02-02 14:07:15","TRENDSETTERS_KE","TRENDSETTERS KENYA",NA
"502","terry burnham  column the stock market hates trump‚Äôs economic policies  ","2017-02-02 10:27:00","PRN_RADIO","PROGRESSIVE RADIO",NA
"503","stockmarket correctionsnothing but buying opportunities ","2017-02-02 19:01:37","TREND_AUDITOR","TREND AUDITOR",NA
"504"," stock market closing prices pharma","2017-02-01 12:09:46","TEMCURLMIT86","MIA WALKER",NA
"505"," how to trade binary options on netflix stock right now you must see this gtgt ","2017-02-01 08:11:55","JASSMIN479","JASSMIN",NA
"506"," boom companies that openly criticized trump for making america safe again take stock market hit ‚‚Ä ","2017-02-01 10:51:06","CAROLDE","CAROL",2
"507"," the stock market in  ","2017-02-01 19:14:23","PSIIOVEYOU","GIRL QUOTES ",NA
"508"," you cant fix or regulate wall street when its fake obama gave you a fake stock market   tcot‚Ä","2017-02-01 09:50:07","SMILLERSALON","SHERRY MILLER",2
"509","quant trading models use computing power to game the stock market ","2017-02-02 14:35:41","YERISSA_BLONDEE","YERISSA MELONFIELD",NA
"510","tsco  state street global advisors form   tesco plc ","2017-01-31 09:39:10","MATTISON76","MATT ISON",2
"511","bbcworld rt bbcbreaking snapchat owner files for listing on us stock market to raise bn making it biggest us‚Ä ","2017-02-02 17:36:18","CYBERANONYMOUS","SWARTZ MOOHA",NA
"512","warren buffet put  billion in the stock market since trump election
putting his money where his mouth aint","2017-02-01 10:58:10","PITTSBURGHED","PITTSBURGHED",NA
"513","retweet financial expert secrets of the stock market that wall street doesn‚Äôt want you to know 
related‚Ä ","2017-01-31 18:31:59","OURREALNEWS","OUR REAL NEWS",NA
"514","taking aim at target corporation stockanalysis cashflow investing dividends tgt ","2017-02-02 07:50:13","JC_PIP","JC",NA
"515","important updates stock market gold silver by gregory mannarino ","2017-02-02 17:50:45","MARCIAPAVLIS","MARCIA PAVLIS",1
"516","is the trump effect over is a stock market crash next investing trading ","2017-01-31 08:04:05","MEYERS000111","JOHNATHAN MEYERS",2
"517"," news london stock market on longest winning streak in history business fdlx","2017-02-01 13:44:34","WILDWESTSTOCKS","BUCK",2
"518"," the stock market in  ","2017-02-02 16:43:35","FAIITHANNE_","PRINCESSPETTY",2
"519"," markets dont like uncertainty the financial market roller coaster is coming ","2017-02-01 18:57:00","HWHLJ321","",NA
"520"," dems blocking actions causing stock market drops negatively effecting millions of middle class with k retirement savings‚Ä","2017-02-02 13:45:48","DEPLORABLEHENRY","HENRY BLOOMFIELD",2
"521","buy when the masses sell and sell when they buy thats how you make money ","2017-02-02 10:00:06","SAUL42","TACTICAL INVESTOR",NA
"522","buffett  knows that the ups and downs of the stock market are literally meaningless valueinvesting stocks ","2017-02-01 20:32:37","BEACTIVISTCOM","+BEACTIVIST+",NA
"523","potn stock charts pennystock wsj bloomberg cannabis cbd forbes otcmarkets ihub ","2017-02-02 08:27:01","SOCIALSTOCKSNOW","SOCIAL STOCKS NOW",NA
"524","german stock market performance‚† ","2017-02-01 13:37:23","MBN_BUSINESS","MARKET BUSINESS NEWS",2
"525","yahoo news the stock markets favorite trump promise might be a dud
","2017-02-02 16:21:35","SPACEDADUNI","SPACEDAD ACADEMY",NA
"526","stock market sentiment  traders lead the way investing stockstotrade stockmarket nasdaq daytrading","2017-02-01 17:06:56","HAM_GRETSKY","HAM GRETSKY",NA
"527","stock market prediction algorithm based on ai returns up to  in  days stocks stockmarket","2017-02-02 08:26:06","IKNOWFIRSTUK","I KNOW FIRST UK",NA
"528","dan loeb if trump is going to make america great again he needs a strong stock market ","2017-02-02 08:25:16","SQUAWKCNBC","SQUAWK BOX",NA
"529","a super cool virtual d visualization of the stock market by quantvr  boomsauce ","2017-01-31 11:06:35","MASSMONOPOLY","MASSMONOPOLY",NA
"530","stock market falls again gold amp silver rip higher by gregory mannarino ","2017-01-31 20:14:50","EMCTSPRIME","EMCTSPRIME",NA
"531"," trillion in cash sitting on the sidelines will provide fuel for explosive stockmarket rally ","2017-02-01 19:50:27","SOLOMON99999000","VLAD ROTHSTEIN",2
"532","wayback machine buy when the masses are scared and run when they are not ","2017-02-01 17:30:56","YERISSA_BLONDEE","YERISSA MELONFIELD",NA
"533"," make russia great again","2017-02-02 19:42:49","BOURBON_BRAWLER","BOURBONSTREETBRAWLER",NA
"534","are you prepared for the crash of the stock market i urge you to view dont b stupid learning","2017-02-01 09:25:59","IMREADINGLYRICS","READING LYRICS",NA
"535","budget  govt moves to curb ‚Äòsham‚Äô deals in stock market ","2017-02-01 11:33:30","RAJESHINDOLIA","RAJESH INDOLIA",NA
"536","trump kiss of death to the stock market","2017-01-31 12:04:34","MYDADSMYHERO1","STEVE",2
"537"," shocking read how much nigerian stock market investors lost in just  days
","2017-01-31 12:04:49","ALPACINOVIRUZ","KAY GEZZY",NA
"538"," snapchat files plans for stock market listing ","2017-02-02 17:14:29","NARANKANBI","NARAN KANBI",NA
"539","the  best stock market apps stockmarket app ","2017-02-02 12:45:10","TOPTENREVIEWS","TOP TEN REVIEWS",NA
"540","stock market rises on fed statement apple rally  marketwatch ","2017-02-01 15:36:43","ORIGINALAPPLES","THE ORIGINAL APPLE",NA
"541"," the stock market in  ","2017-02-01 17:04:19","_FOREVA_EVA_","EVA",2
"542","premium differing views about the stock market ","2017-01-31 10:23:41","BIANCORESEARCH","BIANCO RESEARCH, LLC",1
"543"," snapchat owner files for listing on us stock market to raise bn making it biggest us flotation in recent years ","2017-02-02 18:14:51","JHKIM518"," πÄÃ¢ÖÕòï",NA
"544"," my phd is in finance  i have a week program on how to invest in the stock market join at a  discount here 

h‚Ä","2017-02-02 07:32:57","ADERIANAPECK","ADERIANA PECK",NA
"545"," the stock market in  ","2017-02-02 18:32:52","IAMEXILE_","#EXILEDPERSONA",NA
"546","how to conquer your fear of going broke in the stockmarket winning strategies to become rich ","2017-02-01 10:49:43","ME_THE_INVESTOR","W_INVESTOR",NA
"547","phantom arguements sell high frequency trading financialadvice retweet","2017-01-31 13:20:20","WHITETOPCEO","BRYAN KELLY",2
"548","what happened in the stock market today  stocks hardly moved on thursday with both the dow jones industrial a ","2017-02-02 19:20:15","MINOS___","MINOS",NA
"549"," its always advisable to have a cleat objective when you get into the stock market tradingbell ","2017-02-02 14:07:31","ZAWADI_PENDOKE","#FIGHTINEQUALITY",NA
"550","our stock market forecast for trading on wednesday is now available","2017-01-31 16:28:35","MARKETTRAK","RICH",2
"551"," if they raised rates trump would say that their is a conspiracy to undermine the stock market","2017-02-01 14:17:34","IMPEACH_D_TRUMP","IMPEACH DONALD TRUMP",NA
"552"," the stock market in  ","2017-02-01 07:21:09","MYBAECANNOT","MY GF IS NOT ALLOWED",NA
"553","vanguards economic and stock market outlook for  ‚Äì vintage value investing ","2017-01-31 09:29:28","SRISATYA2","SATYAN",NA
"554"," marriage license applications were still declining almost three years after the  stock market crash ","2017-02-01 09:32:34","HOLLYFENWICK","HOLLY FENWICK",2
"555"," wow big news congratulations  ","2017-01-31 10:15:41","ENTERPRISETO","ENTERPRISE TORONTO",NA
"556","high frequency trading flash boys losing steam stockbroker ","2017-02-02 12:48:33","EUROSTOCKBROKER","EUROPE STOCK BROKER",NA
"557","jake stock market news dht dht holdings  had   month highs dht ","2017-02-02 12:04:43","IHANGOUT3","IHANGOUT",NA
"558"," pls remove all food items m commodity mkt ensure that speculation doesnt happen common ppl wont face spiralling prices","2017-01-31 06:43:13","RELENTLESSINDIA","RAHUL MODI",2
"559","the entire gain in the us stock market since  is attributable to the bestperforming  of listed stocks
","2017-02-02 11:21:24","BRIANHOLLAR","BRIAN HOLLAR",2
"560","it was the dukes it was the dukes trading places voice ","2017-01-31 11:48:32","SLIMDREY","SLIMDREY",NA
"561","stock market  chasing value versus growth money finance frizemedia ","2017-02-02 20:24:04","CHARLESFRIZE","CHARLES FRIEDO FRIZE",2
"562"," jajaja love u honey ill buy the stock options ","2017-02-02 08:57:30","CONYTA_ST","CONSTANZA VELIZ",2
"563","money tree investing podcast ‚Äì money tree investing podcast  stock market  wealth  personal finance ‚Ä ","2017-01-31 10:40:28","BARGAINSNFINDS","BARGAINSNFINDS.COM",NA
"564"," last week i put  dollars in the stock market and now i have  dollars ay nothing wrong with  dollars","2017-02-01 07:12:42","WINGOHARRIET","HARRIET R. WINGO",2
"565"," share prices uk stock market information financial news stock charts share trades virtual stock trading ","2017-02-01 18:04:10","DEULOGBAST87","SIERRA",1
"566"," at the stock market you have to behave as if you take a bath in cold waters jump in and get out again quickly 
‚Ä","2017-02-02 12:47:13","JJMAGOWILKRO","JJMAGO",NA
"567","medh will elect to audit the entire co and up list to an exchange or otc qb  market update ‚Ä ","2017-02-02 09:02:42","PROFESSOREMON","PROFEISISOR EMON",NA
"568","that standard spring was that the post shows that the stock market rate is relatively small in the morning","2017-01-31 15:57:08","QNIXSSF","QNIX",NA
"569"," stock market humour ","2017-02-02 16:11:12","JUAN_MILLYDOLLA","DON JUAN",NA
"570","snapchat files plans for us stock market listing ","2017-02-02 17:40:03","LIFEONCOIN","LIFE ON COIN",NA
"571","today in an event with small business leaders trump took credit for the stock market rally since nov  the ","2017-01-31 08:45:04","CRUNCHYMAMA23","JANELLE COLEMAN",1
"572","stock market slumps as investors sell industrials tech stocks ","2017-01-31 10:33:12","JOHNSIMON01","JOHN SIMON",2
"573"," heres how to protect yourself in the stock market this is vital info for every trader fb twtr","2017-01-31 12:32:15","IMWRECKS","JORGE GARCIA",2
"574","the stock market is way overbought awqi","2017-02-01 08:27:20","BEHG38245","BEHG38245",NA
"575","live varney at  et today topics include trump rally stock market crash amp a drop in middle class net worth","2017-02-02 10:00:24","HARRYDENTJR","HARRY S DENT",2
"576","the stock market is way overbought awqi","2017-02-01 08:27:22","BIEG38526","BIEG38526",NA
"577"," stockmarkets soar to record highs as trump rally shows no signs of letting up ","2017-01-31 11:32:24","STREETINWARD","PROJECTS INTROVERT",NA
"578"," the stock market estimates for every  trump gives to companies in taxes  is being destroyed by other actions ","2017-02-01 16:59:58","UKEXPAT19","DEBBIE",1
"579","why the dowjones is destined to trend a lot higher than most bulls can imagine ","2017-01-31 08:41:22","ME_THE_INVESTOR","W_INVESTOR",NA
"580","minco silver corp misvf otcqx international  otc markets group welcomes minco gold to otcqx ","2017-01-31 07:12:42","SHAREWATCHAPP","SHARE WATCH",1
"581","options maxpain chart for xlk free stock station app itunes ","2017-02-01 17:00:58","OPTIONSMAXPAIN","OPTIONSPRO MAXPAIN",NA
"582"," stock picks in the  billion virtual reality market ","2017-02-02 06:58:12","CRUCIAL_TECH","CRUCIAL-TECH",NA
